epoch,loss,lr,fmr,pos_sim,pos_upper,pos_lower,neg_sim,neg_upper,neg_lower,threshold,top1_acc,real_top1
1,46.7706082067757,0.05,88.73843843843844,0.13323397934436798,0.2877425253391266,-0.021274566650390625,0.029155129566788673,0.1522327233105898,-0.09392246417701244,-0.12376808375120163,8.7,
2,46.8667920103697,0.1,84.02482482482483,0.2893930673599243,0.4309256374835968,0.14786049723625183,0.2016797959804535,0.32978349924087524,0.07357609272003174,0.07042744755744934,11.899999999999999,
3,45.41664233163139,0.0965814506539832,53.5012012012012,0.3117717206478119,0.467657670378685,0.15588577091693878,0.03808774799108505,0.12190564721822739,-0.04573015123605728,0.02816273272037506,62.7,
4,43.21956988361394,0.09322235434007123,14.662162162162161,0.4201493263244629,0.5770180374383926,0.26328061521053314,0.044624485075473785,0.13246486335992813,-0.04321589320898056,0.1368699073791504,78.60000000000001,
5,40.391146748979516,0.08992271105826377,5.5729729729729724,0.5479183197021484,0.6988497972488403,0.39698684215545654,0.08004922419786453,0.17941924929618835,-0.01932080090045929,0.2434215545654297,89.8,27.22772277227723
6,38.064934561185744,0.0866825208085613,0.7163163163163163,0.5827959775924683,0.7371196448802948,0.4284723103046417,0.022652816027402878,0.11523823067545891,-0.06993259862065315,0.2681594789028168,93.60000000000001,
7,36.38752874926986,0.08350178359096325,0.1770770770770771,0.6221094727516174,0.7672663331031799,0.47695261240005493,0.030967552214860916,0.12370958551764488,-0.06177448108792305,0.33234703540802,96.3,
8,35.01007326963906,0.08038049940546957,0.06946946946946947,0.6450521945953369,0.7845031321048737,0.5056012570858002,0.02280820533633232,0.11452184990048409,-0.06890543922781944,0.3588883876800537,97.8,
9,33.802794839734226,0.07731866825208066,0.03753753753753754,0.6584036946296692,0.7946974039077759,0.5221099853515625,0.031089352443814278,0.12219618447124958,-0.060017479583621025,0.3824514150619507,98.3,
10,32.74966497510393,0.07431629013079685,0.018518518518518517,0.6667444705963135,0.7992216646671295,0.5342672765254974,0.02423485554754734,0.11365742422640324,-0.06518771313130856,0.3979465961456299,98.7,30.198019801980198
11,31.69321648428373,0.0713733650416174,0.011111111111111112,0.6829982399940491,0.8128520548343658,0.5531444251537323,0.015158716589212418,0.10357161238789558,-0.07325417920947075,0.4175858795642853,99.1,
12,30.656634272816024,0.06848989298454261,0.009309309309309309,0.6914940476417542,0.8196759819984436,0.5633121132850647,0.013112949207425117,0.10249374993145466,-0.07626785151660442,0.4345511198043823,99.3,
13,29.681837420597255,0.0656658739595723,0.008308308308308308,0.698806643486023,0.8242099732160568,0.5734033137559891,0.02859906665980816,0.11828268133103848,-0.06108454801142216,0.44650185108184814,99.3,
14,28.84098659051913,0.06290130796670648,0.005405405405405406,0.7092685699462891,0.8325008228421211,0.586036317050457,0.015624641440808773,0.10478649940341711,-0.07353721652179956,0.46423786878585815,99.5,
15,27.95386329543925,0.06019619500594539,0.004104104104104104,0.7158670425415039,0.8368276134133339,0.5949064716696739,0.01306873094290495,0.1017517177388072,-0.0756142558529973,0.48335927724838257,99.5,44.05940594059406
16,27.207869605483296,0.05755053507728899,0.0045045045045045045,0.7249033451080322,0.8462643101811409,0.6035423800349236,0.010282985866069794,0.09920816868543625,-0.07864219695329666,0.47726571559906006,99.4,
17,26.39078045782642,0.05496432818073711,0.004204204204204204,0.7284612059593201,0.8467313125729561,0.610191099345684,0.011807889677584171,0.10082246456295252,-0.07720668520778418,0.4867576062679291,99.7,
18,25.671793688123472,0.05243757431629003,0.003103103103103103,0.7315622568130493,0.8470576852560043,0.6160668283700943,0.01613529957830906,0.10460385121405125,-0.07233325205743313,0.5046284198760986,99.5,
19,25.021105788578495,0.04997027348394753,0.0026026026026026027,0.7349928021430969,0.8510085865855217,0.6189770177006721,0.006917518097907305,0.09490170003846288,-0.08106666384264827,0.5052301287651062,99.7,
20,24.24982530825606,0.047562425683709796,0.002802802802802803,0.7395936846733093,0.8554400950670242,0.6237472742795944,0.0052707139402627945,0.09324304200708866,-0.08270161412656307,0.5022127032279968,99.8,49.504950495049506
21,23.67047418612186,0.045214030915576575,0.0024024024024024023,0.7464044094085693,0.8598902449011803,0.6329185739159584,0.0068817720748484135,0.09456702182069421,-0.08080347767099738,0.5104740858078003,99.6,
22,23.26819791526438,0.0429250891795481,0.002702702702702703,0.7491390109062195,0.8629026710987091,0.6353753507137299,0.005461639259010553,0.09230159083381295,-0.08137831231579185,0.5178810358047485,99.7,
23,22.58025078907191,0.040695600475624316,0.0018018018018018018,0.7518421411514282,0.8647400885820389,0.6389441937208176,0.005037043709307909,0.09270114870741963,-0.08262706128880382,0.517055869102478,99.6,
24,22.088015618725358,0.038525564803805055,0.0017017017017017016,0.7553310990333557,0.8671023473143578,0.6435598507523537,0.0069593703374266624,0.0943400776013732,-0.08042133692651987,0.5314013361930847,99.8,
25,21.528229352469758,0.03641498216409058,0.002002002002002002,0.7535945177078247,0.8644489198923111,0.6427401155233383,0.003388946643099189,0.08982630609534681,-0.08304841280914843,0.5219770669937134,99.8,49.504950495049506
26,21.020042784860202,0.034363852556480605,0.0022022022022022024,0.7549163699150085,0.8653214499354362,0.6445112898945808,0.005425000097602606,0.09169127931818366,-0.08084127912297845,0.52440345287323,99.8,
27,20.593831316332952,0.032372175980975165,0.0016016016016016015,0.7599743008613586,0.8694099634885788,0.6505386382341385,0.005067618563771248,0.09154645539820194,-0.08141121827065945,0.5399765968322754,99.8,
28,19.964953115053266,0.030439952437574438,0.0014014014014014015,0.7596686482429504,0.869047723710537,0.6502895727753639,0.007045652251690626,0.09376302687451243,-0.07967172237113118,0.5398020148277283,99.9,
29,19.57484478816808,0.02856718192627841,0.0015015015015015015,0.7630356550216675,0.8728595152497292,0.6532117947936058,0.005305418744683266,0.09194434620440006,-0.08133350871503353,0.5410023927688599,99.8,
30,19.209316634686193,0.026753864447086922,0.0016016016016016015,0.7643966674804688,0.8729380965232849,0.6558552384376526,0.005996542051434517,0.0921765360981226,-0.08018345199525356,0.5435231924057007,99.9,50.99009900990099
31,18.723851725319836,0.025000000000000022,0.0015015015015015015,0.7662221789360046,0.8741662055253983,0.658278152346611,0.002075541764497757,0.08746357634663582,-0.0833124928176403,0.5453686118125916,99.9,
32,18.37679845150386,0.023305588585017904,0.0014014014014014015,0.7696118950843811,0.8775534331798553,0.6616703569889069,0.005119658075273037,0.09146138187497854,-0.08122206572443247,0.5492148995399475,99.9,
33,17.93575338782551,0.021670630202140363,0.001001001001001001,0.7725001573562622,0.8798326998949051,0.6651676148176193,0.0034933635033667088,0.08938700193539262,-0.0824002749286592,0.5606550574302673,99.9,
34,17.52555366988494,0.020095124851367524,0.0013013013013013013,0.7696300745010376,0.8763533532619476,0.6629067957401276,0.0043309153988957405,0.0900970222428441,-0.08143519144505262,0.5558727979660034,99.9,
35,17.169781651452322,0.018579072532699248,0.0016016016016016015,0.7710516452789307,0.8784070387482643,0.663696251809597,0.003855670103803277,0.09011049033142626,-0.08239915012381971,0.5521368384361267,99.9,50.99009900990099
36,16.795829487738207,0.01712247324613559,0.0013013013013013013,0.773237407207489,0.8800312280654907,0.6664435863494873,0.003656115848571062,0.08944728644564748,-0.08213505474850535,0.5624332427978516,99.9,
37,16.316792646301128,0.015725326991676614,0.001001001001001001,0.7723304629325867,0.8788245245814323,0.665836401283741,0.0027217604219913483,0.08837879076600075,-0.08293526992201805,0.5624220371246338,99.9,
38,16.00329886864279,0.014387633769322266,0.0013013013013013013,0.7746554017066956,0.881007008254528,0.6683037951588631,0.0035826275125145912,0.08943780604749918,-0.08227255102247,0.5564941763877869,99.9,
39,15.73248979087188,0.013109393579072544,0.0011011011011011012,0.7760100364685059,0.8821341246366501,0.6698859483003616,0.0034344778396189213,0.08878921577706933,-0.08192026009783149,0.565960705280304,99.9,
40,15.54049508593907,0.011890606420927501,0.0011011011011011012,0.7762423157691956,0.8818351253867149,0.6706495061516762,0.003323358716443181,0.08875343692488968,-0.08210671949200332,0.5653322339057922,99.9,51.98019801980198
41,15.072184498064987,0.010731272294887056,0.0011011011011011012,0.7754867672920227,0.8804628476500511,0.6705106869339943,0.0026213352102786303,0.08821347844786942,-0.08297080802731216,0.56383216381073,99.9,
42,14.779052923772937,0.009631391200951252,0.0011011011011011012,0.7777523398399353,0.8831664770841599,0.6723382025957108,0.0015201320638880134,0.08693285787012428,-0.08389259374234825,0.5686057806015015,99.9,
43,14.556590528131645,0.00859096313912011,0.001001001001001001,0.7785847187042236,0.8827124461531639,0.6744569912552834,0.003474427852779627,0.08907645056024194,-0.08212759485468268,0.5692499279975891,99.9,
44,14.28487808459273,0.007609988109393596,0.0011011011011011012,0.779110848903656,0.8832960203289986,0.6749256774783134,0.0028847302310168743,0.08854005439206958,-0.08277059393003583,0.572368860244751,99.9,
45,14.062547106609166,0.00668846611177172,0.001001001001001001,0.7791972756385803,0.8834979310631752,0.6748966202139854,0.001658339286223054,0.08710790821351111,-0.083791229641065,0.5706460475921631,99.9,52.97029702970297
46,13.871707519638203,0.005826397146254476,0.001001001001001001,0.780434787273407,0.8848508447408676,0.6760187298059464,0.002736856695264578,0.08822954958304763,-0.08275583619251847,0.5659354329109192,99.9,
